ID,Y
tr454,0
tr455,0
tr456,0
tr457,0
tr458,0
tr459,0
tr460,0
tr461,0
tr462,0
tr463,0
tr464,0
tr465,0
tr466,0
tr467,0
tr468,0
tr469,0
tr470,0
tr471,0
tr472,0
tr473,0
tr474,0
tr475,0
tr476,0
tr477,0
tr478,0
tr479,0
tr480,0
tr481,0
tr482,0
tr483,0
tr484,0
tr485,0
tr486,0
tr487,0
tr488,0
tr489,0
tr490,0
tr491,0
tr492,0
tr493,0
tr494,0
tr495,0
tr496,0
tr497,0
tr498,0
tr499,0
tr500,0
tr501,0
tr502,0
tr503,0
tr504,0
tr505,0
tr506,0
tr507,0
tr508,1
tr509,0
tr510,0
tr511,0
tr512,0
tr513,0
tr514,0
tr515,0
tr516,0
tr517,0
tr518,0
tr519,0
tr520,0
tr521,0
tr522,0
tr523,0
tr524,0
tr525,1
tr526,0
tr527,0
tr528,0
tr529,0
tr530,0
tr531,0
tr532,0
tr533,0
tr534,1
tr535,0
tr536,0
tr537,0
tr538,0
tr539,0
tr540,0
tr541,0
tr542,0
tr543,0
tr544,0
tr545,0
tr546,0
tr547,0
tr548,0
tr549,0
tr550,0
tr551,0
tr552,0
tr553,0
tr554,0
tr555,0
tr556,0
tr557,0
tr558,0
tr559,0
tr560,0
tr561,0
tr562,0
tr563,0
tr564,0
tr565,0
tr566,0
tr567,0
tr568,0
tr569,0
tr570,0
tr571,0
tr572,0
tr573,0
tr574,0
tr575,0
tr576,0
tr577,0
tr578,0
tr579,0
tr580,0
tr581,0
tr582,0
tr583,0
tr584,0
tr585,0
tr586,0
tr587,0
tr588,0
tr589,0
tr590,0
tr591,0
tr592,0
tr593,0
tr594,0
tr595,0
tr596,0
tr597,0
tr598,0
tr599,0
tr600,0
tr601,0
tr602,0
tr603,0
tr604,0
tr605,0
tr606,0
tr607,0
tr608,0
tr609,0
tr610,0
tr611,0
tr612,0
tr613,0
tr614,0
tr615,0
tr616,0
tr617,0
tr618,0
tr619,0
tr620,0
tr621,0
tr622,0
tr623,0
tr624,0
tr625,0
tr626,0
tr627,0
tr628,0
tr629,0
tr630,0
tr631,0
tr632,0
tr633,0
tr634,0
tr635,0
tr636,0
tr637,0
tr638,0
tr639,0
tr640,0
tr641,0
tr642,0
tr643,0
tr644,0
tr645,0
tr646,0
tr647,0
tr648,0
tr649,0
tr650,0
tr651,0
tr652,0
tr653,0
tr654,0
tr655,0
tr656,0
tr657,0
tr658,0
tr659,0
tr660,0
tr661,0
tr662,0
tr663,0
tr664,0
tr665,0
tr666,0
tr667,0
tr668,0
tr669,0
tr670,0
tr671,0
tr672,1
tr673,0
tr674,0
tr675,0
tr676,0
tr677,0
tr678,0
tr679,0
tr680,0
tr681,0
tr682,0
tr683,0
tr684,0
tr685,0
tr686,0
tr687,0
tr688,0
tr689,0
tr690,0
tr691,0
tr692,0
tr693,0
tr694,0
tr695,0
tr696,0
tr697,0
tr698,1
tr699,0
tr700,0
tr701,0
tr702,0
tr703,0
tr704,0
tr705,0
tr706,0
tr707,0
tr708,0
tr709,0
tr710,0
tr711,0
tr712,1
tr713,0
tr714,0
tr715,0
tr716,0
tr717,0
tr718,0
tr719,0
tr720,0
tr721,0
tr722,0
tr723,0
tr724,0
tr725,0
tr726,0
tr727,0
tr728,0
tr729,0
tr730,0
tr731,0
tr732,0
tr733,0
tr734,0
tr735,0
tr736,0
tr737,0
tr738,0
tr739,0
tr740,0
tr741,0
tr742,0
tr743,0
tr744,0
tr745,0
tr746,0
tr747,0
tr748,0
tr749,0
tr750,0
tr751,0
tr752,0
tr753,0
tr754,0
tr755,1
tr756,0
tr757,0
tr758,0
tr759,0
tr760,0
tr761,0
tr762,0
tr763,0
tr764,0
tr765,0
tr766,0
tr767,0
tr768,0
tr769,0
tr770,0
tr771,0
tr772,0
tr773,0
tr774,0
tr775,0
tr776,0
tr777,0
tr778,0
tr779,0
tr780,0
tr781,0
tr782,0
tr783,0
tr784,0
tr785,0
tr786,0
tr787,0
tr788,0
tr789,0
tr790,0
tr791,0
tr792,0
tr793,0
tr794,0
tr795,0
tr796,0
tr797,0
tr798,0
tr799,0
tr800,0
tr801,0
tr802,0
tr803,0
tr804,0
tr805,0
tr806,0
tr807,0
tr808,0
tr809,0
tr810,0
tr811,1
tr812,0
tr813,1
tr814,0
tr815,0
tr816,0
tr817,0
tr818,0
tr819,0
tr820,0
tr821,0
tr822,0
tr823,0
tr824,0
tr825,0
tr826,0
tr827,0
tr828,0
tr829,0
tr830,0
tr831,0
tr832,0
tr833,0
tr834,0
tr835,0
tr836,0
tr837,0
tr838,0
tr839,0
tr840,0
tr841,0
tr842,0
tr843,0
tr844,0
tr845,0
tr846,0
tr847,0
tr848,0
tr849,0
tr850,0
tr851,0
tr852,0
tr853,0
tr854,0
tr855,0
tr856,0
tr857,0
tr858,0
tr859,0
tr860,0
tr861,0
tr862,0
tr863,0
tr864,0
tr865,0
tr866,0
tr867,0
tr868,0
tr869,0
tr870,0
tr871,1
tr872,0
tr873,0
tr874,0
tr875,0
tr876,0
tr877,0
tr878,0
tr879,0
tr880,0
tr881,0
tr882,0
tr883,0
tr884,0
tr885,0
tr886,0
tr887,0
tr888,0
tr889,0
tr890,0
tr891,0
tr892,0
tr893,0
tr894,0
tr895,0
tr896,0
tr897,0
tr898,0
tr899,0
tr900,0
tr901,0
tr902,1
tr903,0
tr904,0
tr905,0
tr906,0
tr907,0
tr908,0
tr909,0
tr910,0
tr911,0
tr912,0
tr913,0
tr914,0
tr915,0
tr916,0
tr917,0
tr918,0
tr919,0
tr920,0
tr921,0
tr922,0
tr923,0
tr924,0
tr925,0
tr926,0
tr927,0
tr928,0
tr929,0
tr930,0
tr931,0
tr932,0
tr933,0
tr934,0
tr935,0
tr936,0
tr937,0
tr938,0
tr939,0
tr940,0
tr941,0
tr942,0
tr943,0
tr944,0
tr945,0
tr946,0
tr947,0
tr948,0
tr949,0
tr950,0
tr951,0
tr952,0
tr953,0
tr954,0
tr955,0
tr956,0
tr957,0
tr958,0
tr959,0
tr960,0
tr961,0
tr962,0
tr963,0
tr964,0
tr965,0
tr966,0
tr967,0
tr968,0
tr969,0
tr970,0
tr971,0
tr972,0
tr973,0
tr974,0
tr975,0
tr976,0
tr977,0
tr978,0
tr979,0
tr980,0
tr981,0
tr982,0
tr983,1
tr984,1
tr985,0
tr986,0
tr987,0
tr988,0
tr989,0
tr990,0
tr991,0
tr992,0
tr993,0
tr994,0
tr995,0
tr996,0
tr997,0
tr998,1
tr999,0
tr1000,0
tr1001,0
tr1002,0
tr1003,0
tr1004,0
tr1005,0
tr1006,0
tr1007,1
tr1008,1
tr1009,0
tr1010,0
tr1011,0
tr1012,0
tr1013,0
tr1014,0
tr1015,0
tr1016,0
tr1017,0
tr1018,0
tr1019,0
tr1020,0
tr1021,0
tr1022,0
tr1023,0
tr1024,0
tr1025,0
tr1026,0
tr1027,0
tr1028,0
tr1029,0
tr1030,0
tr1031,0
tr1032,0
tr1033,0
tr1034,0
tr1035,0
tr1036,0
tr1037,0
tr1038,0
tr1039,0
tr1040,0
tr1041,0
tr1042,0
tr1043,0
tr1044,0
tr1045,0
tr1046,0
tr1047,0
tr1048,0
tr1049,0
tr1050,0
tr1051,0
tr1052,0
tr1053,0
tr1054,0
tr1055,0
tr1056,0
tr1057,0
tr1058,0
tr1059,0
tr1060,0
tr1061,0
tr1062,0
tr1063,0
tr1064,0
tr1065,0
tr1066,0
tr1067,0
tr1068,1
tr1069,0
tr1070,0
tr1071,0
tr1072,0
tr1073,0
tr1074,1
tr1075,0
tr1076,0
tr1077,0
tr1078,0
tr1079,0
tr1080,0
tr1081,0
tr1082,0
tr1083,0
tr1084,0
tr1085,0
tr1086,0
tr1087,0
tr1088,0
tr1089,0
tr1090,1
tr1091,0
tr1092,0
tr1093,0
tr1094,0
tr1095,0
tr1096,0
tr1097,0
tr1098,0
tr1099,1
tr1100,0
tr1101,0
tr1102,0
tr1103,0
tr1104,0
tr1105,0
tr1106,0
tr1107,0
tr1108,0
tr1109,0
tr1110,0
tr1111,0
tr1112,0
tr1113,0
tr1114,0
tr1115,0
tr1116,0
tr1117,0
tr1118,0
tr1119,0
tr1120,0
tr1121,0
tr1122,0
tr1123,0
tr1124,0
tr1125,0
tr1126,0
tr1127,0
tr1128,0
tr1129,0
tr1130,0
tr1131,0
tr1132,0
tr1133,0
tr1134,0
tr1135,0
tr1136,0
tr1137,0
tr1138,0
tr1139,0
tr1140,0
tr1141,0
tr1142,0
tr1143,0
tr1144,0
tr1145,0
tr1146,0
tr1147,0
tr1148,0
tr1149,0
tr1150,0
tr1151,0
tr1152,0
tr1153,0
tr1154,0
tr1155,0
tr1156,0
tr1157,0
tr1158,0
tr1159,0
tr1160,0
tr1161,0
tr1162,0
tr1163,0
tr1164,0
tr1165,0
tr1166,0
tr1167,0
tr1168,0
tr1169,0
tr1170,0
tr1171,0
tr1172,0
tr1173,0
tr1174,0
tr1175,0
tr1176,0
tr1177,0
tr1178,0
tr1179,0
tr1180,0
tr1181,0
tr1182,0
tr1183,0
tr1184,0
tr1185,0
tr1186,0
tr1187,0
tr1188,0
tr1189,0
tr1190,0
tr1191,0
tr1192,0
tr1193,0
tr1194,0
tr1195,0
tr1196,0
tr1197,0
tr1198,0
tr1199,0
tr1200,0
tr1201,0
tr1202,0
tr1203,0
tr1204,0
tr1205,0
tr1206,0
tr1207,0
tr1208,0
tr1209,0
tr1210,0
tr1211,0
tr1212,0
tr1213,0
tr1214,0
tr1215,0
tr1216,0
tr1217,0
tr1218,0
tr1219,0
tr1220,0
tr1221,0
tr1222,0
tr1223,0
tr1224,0
tr1225,0
tr1226,1
tr1227,0
tr1228,0
tr1229,0
tr1230,0
tr1231,0
tr1232,0
tr1233,0
tr1234,0
tr1235,0
tr1236,0
tr1237,0
tr1238,0
tr1239,0
tr1240,0
tr1241,0
tr1242,0
tr1243,0
tr1244,0
tr1245,0
tr1246,0
tr1247,0
tr1248,0
tr1249,0
tr1250,0
tr1251,0
tr1252,0
tr1253,0
tr1254,1
tr1255,0
tr1256,0
tr1257,0
tr1258,0
tr1259,0
tr1260,0
tr1261,0
tr1262,0
tr1263,0
tr1264,0
tr1265,0
tr1266,0
tr1267,0
tr1268,0
tr1269,0
tr1270,0
tr1271,0
tr1272,0
tr1273,0
tr1274,0
tr1275,0
tr1276,0
tr1277,0
tr1278,0
tr1279,0
tr1280,0
tr1281,0
tr1282,0
tr1283,0
tr1284,0
tr1285,0
tr1286,0
tr1287,0
tr1288,0
tr1289,0
tr1290,0
tr1291,0
tr1292,0
tr1293,0
tr1294,0
tr1295,0
tr1296,0
tr1297,0
tr1298,0
tr1299,0
tr1300,0
tr1301,0
tr1302,0
tr1303,0
tr1304,0
tr1305,0
tr1306,0
tr1307,0
tr1308,0
tr1309,0
tr1310,0
tr1311,0
tr1312,0
tr1313,0
tr1314,0
tr1315,0
tr1316,0
tr1317,0
tr1318,0
tr1319,0
tr1320,0
tr1321,0
tr1322,0
tr1323,0
tr1324,0
tr1325,0
tr1326,0
tr1327,0
tr1328,0
tr1329,0
tr1330,0
tr1331,0
tr1332,0
tr1333,0
tr1334,0
tr1335,0
tr1336,0
tr1337,0
tr1338,0
tr1339,0
tr1340,0
tr1341,0
tr1342,0
tr1343,0
tr1344,0
tr1345,0
tr1346,0
tr1347,0
tr1348,0
tr1349,0
tr1350,0
tr1351,0
tr1352,0
tr1353,0
tr1354,0
tr1355,0
tr1356,0
tr1357,0
tr1358,0
tr1359,0
tr1360,0
tr1361,0
tr1362,0
tr1363,0
tr1364,0
tr1365,0
tr1366,0
tr1367,0
tr1368,0
tr1369,0
tr1370,0
tr1371,0
tr1372,0
tr1373,0
tr1374,0
tr1375,0
tr1376,0
tr1377,0
tr1378,0
tr1379,0
tr1380,0
tr1381,0
tr1382,0
tr1383,0
tr1384,0
tr1385,0
tr1386,0
tr1387,0
tr1388,0
tr1389,0
tr1390,0
tr1391,0
tr1392,0
tr1393,0
tr1394,0
tr1395,0
tr1396,0
tr1397,0
tr1398,0
tr1399,1
tr1400,0
tr1401,0
tr1402,0
tr1403,0
tr1404,0
tr1405,0
tr1406,0
tr1407,0
tr1408,0
tr1409,0
tr1410,1
tr1411,0
tr1412,0
tr1413,0
tr1414,0
tr1415,0
tr1416,0
tr1417,0
tr1418,0
tr1419,0
tr1420,0
tr1421,0
tr1422,0
tr1423,0
tr1424,0
tr1425,0
tr1426,0
tr1427,0
tr1428,0
tr1429,0
tr1430,0
tr1431,0
tr1432,0
tr1433,0
tr1434,0
tr1435,0
tr1436,1
tr1437,1
tr1438,0
tr1439,0
tr1440,0
tr1441,0
tr1442,0
tr1443,0
tr1444,0
tr1445,0
tr1446,0
tr1447,1
tr1448,0
tr1449,0
tr1450,0
tr1451,0
tr1452,0
tr1453,0
tr1454,0
tr1455,0
tr1456,0
tr1457,0
tr1458,0
tr1459,0
tr1460,0
tr1461,0
tr1462,0
tr1463,0
tr1464,0
tr1465,0
tr1466,0
tr1467,0
tr1468,0
tr1469,0
tr1470,0
tr1471,0
tr1472,0
tr1473,0
tr1474,0
tr1475,0
tr1476,0
tr1477,0
tr1478,0
tr1479,0
tr1480,0
tr1481,0
tr1482,0
tr1483,0
tr1484,0
tr1485,1
tr1486,0
tr1487,0
tr1488,0
tr1489,0
tr1490,0
tr1491,0
tr1492,0
tr1493,0
tr1494,0
tr1495,0
tr1496,0
tr1497,0
tr1498,0
tr1499,0
tr1500,0
tr1501,0
tr1502,0
tr1503,0
tr1504,0
tr1505,0
tr1506,0
tr1507,0
tr1508,0
tr1509,0
tr1510,0
tr1511,0
tr1512,1
tr1513,0
tr1514,0
tr1515,0
tr1516,0
tr1517,0
tr1518,0
tr1519,0
tr1520,0
tr1521,0
tr1522,0
tr1523,1
tr1524,0
tr1525,0
tr1526,0
tr1527,0
tr1528,0
tr1529,0
tr1530,0
tr1531,0
tr1532,0
tr1533,0
tr1534,0
tr1535,0
tr1536,0
tr1537,0
tr1538,0
tr1539,0
tr1540,0
tr1541,0
tr1542,0
tr1543,0
tr1544,0
tr1545,0
tr1546,0
tr1547,0
tr1548,0
tr1549,0
tr1550,0
tr1551,0
tr1552,0
tr1553,0
tr1554,0
tr1555,0
tr1556,0
tr1557,0
tr1558,0
tr1559,0
tr1560,0
tr1561,0
tr1562,0
tr1563,0
tr1564,0
tr1565,0
tr1566,0
tr1567,0
tr1568,0
tr1569,0
tr1570,0
tr1571,0
tr1572,0
tr1573,0
tr1574,0
tr1575,0
tr1576,0
tr1577,0
tr1578,0
tr1579,0
tr1580,0
tr1581,0
tr1582,0
tr1583,0
tr1584,0
tr1585,0
tr1586,0
tr1587,0
tr1588,0
tr1589,0
tr1590,0
tr1591,0
tr1592,0
tr1593,0
tr1594,0
tr1595,0
tr1596,0
tr1597,0
tr1598,0
tr1599,0
tr1600,0
tr1601,0
tr1602,0
tr1603,0
tr1604,0
tr1605,0
tr1606,0
tr1607,0
tr1608,0
tr1609,0
tr1610,0
tr1611,0
tr1612,0
tr1613,0
tr1614,0
tr1615,0
tr1616,0
tr1617,0
tr1618,0
tr1619,0
tr1620,0
tr1621,0
tr1622,0
tr1623,0
tr1624,0
tr1625,0
tr1626,0
tr1627,0
tr1628,0
tr1629,0
tr1630,0
tr1631,0
tr1632,0
tr1633,0
tr1634,0
tr1635,0
tr1636,0
tr1637,0
tr1638,0
tr1639,0
tr1640,0
tr1641,0
tr1642,1
tr1643,0
tr1644,0
tr1645,0
tr1646,0
tr1647,0
tr1648,0
tr1649,0
tr1650,1
tr1651,0
tr1652,0
tr1653,0
tr1654,0
tr1655,0
tr1656,0
tr1657,0
tr1658,0
tr1659,0
tr1660,0
tr1661,0
tr1662,0
tr1663,0
tr1664,0
tr1665,0
tr1666,0
tr1667,0
tr1668,0
tr1669,0
tr1670,0
tr1671,0
tr1672,0
tr1673,0
tr1674,0
tr1675,0
tr1676,0
tr1677,0
tr1678,0
tr1679,0
tr1680,0
tr1681,0
tr1682,0
tr1683,0
tr1684,0
tr1685,0
tr1686,0
tr1687,0
tr1688,0
tr1689,0
tr1690,1
tr1691,0
tr1692,0
tr1693,0
tr1694,0
tr1695,0
tr1696,0
tr1697,0
tr1698,1
tr1699,0
tr1700,0
tr1701,0
tr1702,0
tr1703,0
tr1704,0
tr1705,0
tr1706,0
tr1707,0
tr1708,0
tr1709,0
tr1710,0
tr1711,0
tr1712,1
tr1713,0
tr1714,0
tr1715,0
tr1716,0
tr1717,1
tr1718,0
tr1719,0
tr1720,0
tr1721,0
tr1722,0
tr1723,0
tr1724,0
tr1725,0
tr1726,0
tr1727,1
tr1728,0
tr1729,0
tr1730,0
tr1731,0
tr1732,0
tr1733,0
tr1734,0
tr1735,0
tr1736,0
tr1737,0
tr1738,0
tr1739,0
tr1740,1
tr1741,0
tr1742,0
tr1743,0
tr1744,1
tr1745,0
tr1746,0
tr1747,0
tr1748,0
tr1749,0
tr1750,0
tr1751,0
tr1752,0
tr1753,0
tr1754,0
tr1755,0
tr1756,0
tr1757,0
tr1758,0
tr1759,0
tr1760,0
tr1761,0
tr1762,0
tr1763,0
tr1764,0
tr1765,0
tr1766,0
tr1767,0
tr1768,0
tr1769,0
tr1770,0
tr1771,0
tr1772,0
tr1773,0
tr1774,0
tr1775,0
tr1776,0
tr1777,0
tr1778,0
tr1779,0
tr1780,0
tr1781,0
tr1782,0
tr1783,0
tr1784,0
tr1785,0
tr1786,0
tr1787,0
tr1788,0
tr1789,1
tr1790,0
tr1791,0
tr1792,0
tr1793,0
tr1794,0
tr1795,0
tr1796,0
tr1797,0
tr1798,0
tr1799,0
tr1800,0
tr1801,0
tr1802,0
tr1803,0
tr1804,1
tr1805,0
tr1806,0
tr1807,0
tr1808,0
tr1809,0
tr1810,0
tr1811,0
tr1812,0
tr1813,0
tr1814,0
tr1815,0
tr1816,0
tr1817,0
tr1818,1
tr1819,0
tr1820,0
tr1821,0
tr1822,0
tr1823,0
tr1824,0
tr1825,0
tr1826,0
tr1827,0
tr1828,0
tr1829,0
tr1830,0
tr1831,0
tr1832,0
tr1833,0
tr1834,0
tr1835,0
tr1836,0
tr1837,0
tr1838,0
tr1839,0
tr1840,0
tr1841,0
tr1842,0
tr1843,0
tr1844,0
tr1845,0
tr1846,0
tr1847,0
tr1848,0
tr1849,0
tr1850,0
tr1851,0
tr1852,0
tr1853,0
tr1854,0
tr1855,0
tr1856,0
tr1857,0
tr1858,0
tr1859,0
tr1860,0
tr1861,0
tr1862,0
tr1863,0
tr1864,0
tr1865,0
tr1866,0
tr1867,0
tr1868,0
tr1869,0
tr1870,0
tr1871,0
tr1872,0
tr1873,0
tr1874,0
tr1875,0
tr1876,0
tr1877,0
tr1878,0
tr1879,0
tr1880,0
tr1881,0
tr1882,0
tr1883,0
tr1884,0
tr1885,0
tr1886,0
tr1887,0
tr1888,0
tr1889,0
tr1890,0
tr1891,0
tr1892,0
tr1893,0
tr1894,0
tr1895,0
tr1896,0
tr1897,0
tr1898,0
tr1899,0
tr1900,0
tr1901,0
tr1902,0
tr1903,0
tr1904,0
tr1905,0
tr1906,0
tr1907,0
tr1908,0
tr1909,0
tr1910,0
tr1911,1
tr1912,0
tr1913,0
tr1914,0
tr1915,0
tr1916,0
tr1917,0
tr1918,0
tr1919,0
tr1920,0
tr1921,0
tr1922,0
tr1923,0
tr1924,0
tr1925,0
tr1926,0
tr1927,0
tr1928,0
tr1929,0
tr1930,0
tr1931,0
tr1932,0
tr1933,0
tr1934,0
tr1935,0
tr1936,0
tr1937,0
tr1938,0
tr1939,1
tr1940,0
tr1941,0
tr1942,1
tr1943,0
tr1944,0
tr1945,0
tr1946,0
tr1947,0
tr1948,0
tr1949,0
tr1950,0
tr1951,0
tr1952,0
tr1953,0
tr1954,0
tr1955,0
tr1956,0
tr1957,0
tr1958,0
tr1959,0
tr1960,0
tr1961,1
tr1962,0
tr1963,0
tr1964,0
tr1965,0
tr1966,0
tr1967,0
tr1968,0
tr1969,0
tr1970,0
tr1971,0
tr1972,0
tr1973,0
tr1974,0
tr1975,0
tr1976,0
tr1977,0
tr1978,0
tr1979,0
tr1980,0
tr1981,0
tr1982,0
tr1983,0
tr1984,0
tr1985,0
tr1986,0
tr1987,0
tr1988,0
tr1989,0
tr1990,0
tr1991,0
tr1992,0
tr1993,0
tr1994,0
tr1995,0
tr1996,0
tr1997,0
tr1998,0
tr1999,0
tr2000,0
tr2001,0
tr2002,0
tr2003,0
tr2004,0
tr2005,0
tr2006,0
tr2007,0
tr2008,0
tr2009,1
tr2010,0
tr2011,0
tr2012,0
tr2013,1
tr2014,0
tr2015,0
tr2016,0
tr2017,0
tr2018,0
tr2019,0
tr2020,0
tr2021,0
tr2022,0
tr2023,0
tr2024,0
tr2025,1
tr2026,0
tr2027,0
tr2028,0
tr2029,0
tr2030,0
tr2031,0
tr2032,0
tr2033,0
tr2034,0
tr2035,1
tr2036,0
tr2037,0
tr2038,0
tr2039,0
tr2040,0
tr2041,0
tr2042,0
tr2043,0
tr2044,0
tr2045,0
tr2046,0
tr2047,0
tr2048,0
tr2049,0
tr2050,0
tr2051,0
tr2052,0
tr2053,0
tr2054,0
tr2055,0
tr2056,0
tr2057,0
tr2058,0
tr2059,0
tr2060,0
tr2061,1
tr2062,0
tr2063,0
tr2064,0
tr2065,0
tr2066,0
tr2067,1
tr2068,0
tr2069,0
tr2070,0
tr2071,0
tr2072,0
tr2073,0
tr2074,0
tr2075,0
tr2076,0
tr2077,0
tr2078,0
tr2079,0
tr2080,0
tr2081,0
tr2082,0
tr2083,0
tr2084,0
tr2085,0
tr2086,0
tr2087,0
tr2088,0
tr2089,0
tr2090,0
tr2091,0
tr2092,0
tr2093,0
tr2094,0
tr2095,0
tr2096,0
tr2097,0
tr2098,0
tr2099,0
tr2100,0
tr2101,0
tr2102,0
tr2103,0
tr2104,0
tr2105,0
tr2106,0
tr2107,0
tr2108,0
tr2109,0
tr2110,0
tr2111,0
tr2112,0
tr2113,0
tr2114,1
tr2115,0
tr2116,0
tr2117,0
tr2118,0
tr2119,0
tr2120,0
tr2121,0
tr2122,0
tr2123,0
tr2124,0
tr2125,0
tr2126,0
tr2127,0
tr2128,0
tr2129,0
tr2130,0
tr2131,0
tr2132,0
tr2133,0
tr2134,0
tr2135,0
tr2136,0
tr2137,0
tr2138,1
tr2139,1
tr2140,0
tr2141,0
